SchoolID SchoolName FamilyofSchools Ward LOI2014Score LOI2014Rank LOI2011Score LOI2011Rank LOI2009Score LOI2009Rank
1092 "West Humber Junior Middle School" WR1 1 0.354841 323 0.336439 343 0.385556 312
1390 "Regal Road Junior Public School" WR8 9 0.35307 324 0.435096 283 0.468772 264
1208 "Milliken Public School" ER19 21 0.352425 325 0.338985 339 0.34593 337
348 "Zion Heights Junior High School" ER17 12 0.352252 326 0.301159 359 0.264727 369
1299 "Dewson Street Junior Public School" WR7 10 0.35048 327 0.439084 281 0.444505 273
150 "Greenland Public School" ER15 17 0.34747 328 0.470719 266 0.475118 257
1291 "Clinton Street Junior Public School" WR9 10 0.347234 329 0.364251 328 0.358903 333
185 "Lescon Public School" ER18 17 0.344599 330 0.390447 305 0.425628 286
1129 "Chartland Junior Public School" ER19 21 0.341826 331 0.421972 290 0.410831 298
81 "Crestview Public School" ER18 17 0.339352 332 0.382656 313 0.394767 304
1106 "Bellmere Junior Public School" ER14 19 0.338211 333 0.381144 316 0.433235 279
1179 "J B Tyrrell Senior Public School" ER18 20 0.336039 334 0.334061 344 0.380265 319
85 "Dallington Public School" ER18 17 0.335997 335 0.406214 295 0.399062 302
337 "Pleasant View Junior High School" ER18 17 0.334903 336 0.29839 361 0.306549 354
1141 "David Lewis Public School" ER18 20 0.332877 337 0.393876 302 0.403741 301
1267 "ALPHA Alternative Junior School" WR7 10 0.332074 338 0.33301 345 0.362334 330
34 "Brian Public School" ER18 17 0.330584 339 0.276993 370 0.299485 357
1279 "Bowmore Road Junior and Senior Public School" ER11 16 0.32654 340 0.389674 306 0.4312 281
1379 "Ossington/Old Orchard Junior Public School" WR7 10 0.313891 341 0.373743 320 0.382917 316
1352 "King Edward Junior and Senior Public School" WR9 10 0.313246 342 0.430883 285 0.440568 275
111 "Ernest Public School" ER18 17 0.311136 343 0.476483 264 0.469454 263
1305 "Earl Grey Senior Public School" WR10 15 0.309253 344 0.269382 373 0.333459 342
3992 "da Vinci Alternative School" WR9 10 0.306954 345 0.38874 309 0.38874 999
1244 "Terry Fox Public School" ER18 20 0.306632 346 0.300676 360 0.331289 344
118 "Faywood Arts-Based Curriculum School" WR3 5 0.302434 347 0.266652 374 0.270194 366
1327 "Hawthorne II Bilingual Alternative Junior School" WR9 10 0.301647 348 0.291387 365 0.314907 350
1248 "Vradenburg Junior Public School" ER18 20 0.29961 349 0.35783 333 0.305168 355
1347 "Keele Street Public School" WR7 7 0.297558 350 0.293438 363 0.257199 371
1118 "Brookmill Boulevard Junior Public School" ER18 20 0.296374 351 0.338889 340 0.432632 280
1337 "Indian Road Crescent Junior Public School" WR7 7 0.294828 352 0.391904 303 0.419005 289
210 "Cummer Valley Middle School" ER17 12 0.291346 353 0.311932 355 0.289953 360
1351 "Kimberley Junior Public School" ER11 16 0.289474 354 0.33747 342 0.383875 315
186 "Lillian Public School" ER17 12 0.288314 355 0.313012 354 0.330878 345
1320 "Givins/Shaw Junior Public School" WR7 10 0.284631 356 0.352619 336 0.382111 317
110 "Elkhorn Public School" ER17 12 0.281845 357 0.180519 403 0.17901 400
1370 "North Preparatory Junior Public School" WR3 8 0.27978 358 0.242835 383 0.215981 391
82 "Lester B Pearson Elementary School" ER17 12 0.272546 359 0.262146 376 0.247092 379
1238 "St Andrews Public School" ER14 19 0.272237 360 0.363515 329 0.36905 327
3363 "Avondale Public School" ER17 12 0.271711 361 0.321197 351 0.213742 393
1304 "Earl Beatty Junior and Senior Public School" ER11 16 0.269617 362 0.332281 346 0.440055 276
1290 "City View Alternative Senior School" WR7 9 0.262054 363 0.192911 399 0.25504 375
288 "Willowdale Middle School" ER17 12 0.260703 364 0.297156 362 0.255939 374
1061 "Lanor Junior Middle School" WR6 3 0.256301 365 0.235706 388 0.216602 390
3998 "Equinox Holistic Alternative School" WR10 15 0.255834 366 0.313071 353 0.313071 999
1068 "Park Lawn Junior Middle School" WR6 3 0.255758 367 0.235894 387 0.251603 378
322 "Highland Junior High School" ER17 12 0.254627 368 0.324391 348 0.256532 372
1114 "Blantyre Public School" ER12 18 0.251752 369 0.198478 397 0.198218 397
1049 "Hollycrest Middle School" WR4 2 0.248864 370 0.282867 367 0.295617 359
198 "McKee Public School" ER17 12 0.247272 371 0.275988 371 0.259875 370
1080 "Sir Adam Beck Junior School" WR6 3 0.246087 372 0.255776 379 0.232193 384
1018 "R H McGregor Elementary School" WR10 15 0.245206 373 0.24696 382 0.306636 353
1412 "West Preparatory Junior Public School" WR8 11 0.242925 374 0.218476 395 0.229013 385
170 "Hollywood Public School" ER17 12 0.242503 375 0.28403 366 0.28971 361
1311 "Eglinton Junior Public School" WR8 11 0.240748 376 0.261629 378 0.25163 377
1097 "Agnes Macphail Public School" ER19 21 0.240145 377 0.264133 375 0.313025 351
1116 "Bridlewood Junior Public School" ER18 20 0.239557 378 0.292698 364 0.318775 348
1148 "Elizabeth Simcoe Junior Public School" ER13 22 0.236437 379 0.34713 337 0.353869 336
188 "Cliffwood Public School" ER17 12 0.232381 380 0.253931 380 0.256202 373
1336 "Huron Street Junior Public School" WR9 10 0.230977 381 0.307859 357 0.25315 376
1205 "Meadowvale Public School" ER20 22 0.221484 382 0.190391 401 0.20526 395
1441 "Humbercrest Public School" WR6 7 0.2189 383 0.356279 334 0.392749 307
1269 "Annette Street Junior and Senior Public School" WR7 7 0.218664 384 0.2361 386 0.223175 388
11 "Seneca Hill Public School" ER18 17 0.217123 385 0.242759 384 0.215906 392
1064 "Mill Valley Junior School" WR4 2 0.215211 386 0.280185 369 0.333408 343
1329 "High Park Alternative Junior School" WR7 7 0.21236 387 0.146176 411 0.090894 428
1407 "Swansea Junior and Senior Public School" WR6 7 0.21023 388 0.1791 404 0.104946 424
3995 "Thomas L Wells Public School" ER20 21 0.208957 389 0.232294 392 0.297404 358
1017 "Presteign Heights Elementary School" ER11 16 0.203529 390 0.06478 442 0.044749 445
1132 "Chine Drive Public School" ER13 18 0.203479 391 0.137849 415 0.127809 419
123 "Hillmount Public School" ER17 12 0.197094 392 0.212645 396 0.235806 382
4073 "Brookside Public School" ER20 21 0.195416 393 0.19601 398 0.237906 380
1442 "Humewood Community School" WR8 11 0.193491 394 0.232873 391 0.228346 386
1126 "Centennial Road Junior Public School" ER13 22 0.190869 395 0.130806 418 0.176394 402
27 "Steelesview Public School" ER17 12 0.187182 396 0.138787 414 0.135964 417
4014 "Alvin Curling Public School" ER20 21 0.183593 397 0.183593 397 0.183593 397
17 "Avondale Alternative Elementary School" ER17 12 0.179452 398 0.171999 407 0.144096 413
25 "Bayview Middle School" ER17 12 0.178026 399 0.228072 393 0.209079 394
1152 "Fairmount Public School" ER13 18 0.175758 400 0.190867 400 0.276502 365
1380 "Palmerston Avenue Junior Public School" WR9 10 0.171243 401 0.23372 390 0.219208 389
241 "Claude Watson School for the Arts" ER17 12 0.169173 402 0.156388 410 0.107526 423
1298 "Delta Alternative Senior School" WR9 10 0.166636 403 0.317837 352 0.269827 367
342 "Windfields Junior High School" ER16 13 0.159486 404 0.124444 422 0.136718 415
1008 "Diefenbaker Elementary School" WR10 15 0.153308 405 0.126716 420 0.200335 396
104 "Dunlace Public School" ER16 13 0.152516 406 0.143737 412 0.159074 406
1373 "Norway Junior Public School" ER11 16 0.150534 407 0.234506 389 0.307188 352
1056 "John G Althouse Middle School" WR4 2 0.14638 408 0.159743 409 0.146335 411
206 "Norman Ingram Public School" ER15 13 0.143931 409 0.111951 425 0.175396 403
1253 "West Rouge Junior Public School" ER13 22 0.143162 410 0.023308 457 0.023537 453
1065 "Millwood Junior School" WR4 2 0.140129 411 0.177468 405 0.15337 407
1308 "East Alternative School of Toronto" WR10 15 0.13723 412 0.12554 421 0.136178 416
1339 "Island Public/Natural Science School" WR9 14 0.134445 413 0.135785 416 0.152882 409
1313 "Fern Avenue Junior and Senior Public School" WR7 7 0.133112 414 0.222835 394 0.232485 383
1088 "Wedgewood Junior School" WR6 3 0.126158 415 0.16854 408 0.149504 410
74 "Churchill Public School" ER17 12 0.126147 416 0.129758 419 0.094663 426
1332 "Horizon Alternative Senior School" WR9 10 0.124765 417 0.142391 413 0.178062 401
1330 "Hillcrest Community School" WR8 11 0.117901 418 0.107283 426 0.108855 422
1128 "Charlottetown Junior Public School" ER13 22 0.117178 419 0.104443 429 0.094621 427
1322 "Glen Ames Senior Public School" ER11 16 0.112593 420 0.102466 431 0.111178 421
92 "Arbor Glen Public School" ER17 12 0.110537 421 0.123471 423 0.153274 408
214 "Owen Public School" ER16 13 0.107541 422 0.070486 439 0.073 434
1331 "Hodgson Senior Public School" WR8 11 0.09386 423 0.088359 435 0.072258 435
3370 "Karen Kain School of the Arts" WR6 3 0.091128 424 0.175911 406 0.159822 405
1188 "Joseph Howe Senior Public School" ER13 22 0.090301 425 0.056085 443 0.060629 440
1297 "Deer Park Junior and Senior Public School" WR8 11 0.08929 426 0.077422 437 0.071515 436
1368 "Mountview Alternative Junior School" WR7 7 0.088758 427 0.183974 402 0.19381 399
1066 "Norseman Junior Middle School" WR6 3 0.088661 428 0.068624 441 0.082948 430
1316 "Forest Hill Junior and Senior Public School" WR8 11 0.084931 429 0.100365 432 0.102842 425
1421 "Withrow Avenue Junior Public School" WR10 15 0.084454 430 0.135718 417 0.160979 404
1073 "Rosethorn Junior School" WR4 2 0.078808 431 0.045488 449 0.037171 448
162 "Harrison Public School" ER16 13 0.075437 432 0.082149 436 0.064736 438
58 "Cameron Public School" ER17 12 0.074981 433 0.09626 433 0.076271 433
1317 "Frankland Community School" WR10 15 0.071034 434 0.093513 434 0.114421 420
189 "Ledbury Park Elementary and Middle School" WR3 8 0.068311 435 0.069839 440 0.079612 432
1333 "Howard Junior Public School" WR7 7 0.066931 436 0.122299 424 0.139857 414
1318 "Garden Avenue Junior Public School" WR7 7 0.065352 437 0.105032 428 0.14417 412
234 "Rippleton Public School" ER16 13 0.062561 438 0.044101 450 0.070324 437
336 "St Andrew's Junior High School" ER16 13 0.05873 439 0.076253 438 0.080993 431
1264 "Adam Beck Junior Public School" ER11 16 0.057739 440 0.104107 430 0.135606 418
1015 "Northlea Elementary and Middle School" ER16 13 0.054494 441 0.053885 445 0.060776 439
262 "Summit Heights Public School" WR3 5 0.053721 442 0.050361 447 0.04312 447
1257 "William G Davis Junior Public School" ER13 22 0.053612 443 0.107199 427 0.086512 429
1389 "Quest Alternative Senior School" WR10 15 0.045156 444 0.051259 446 0.055692 441
1402 "Spectrum Alternative Senior School" WR8 11 0.039469 445 0.012354 464 0.028243 451
1082 "St George's Junior School" WR4 2 0.037354 446 0.012951 463 0.012786 461
1397 "Runnymede Junior and Senior Public School" WR6 7 0.037097 447 0.048551 448 0.053873 443
1294 "Cottingham Junior Public School" WR8 11 0.033147 448 0.033783 454 0.033426 450
1340 "Jackman Avenue Junior Public School" WR10 15 0.03233 449 0.040249 452 0.05338 444
1418 "Williamson Road Junior Public School" ER11 16 0.031991 450 0.055159 444 0.054303 442
1281 "Brown Junior Public School" WR8 11 0.029006 451 0.022539 458 0.027309 452
1270 "Balmy Beach Community School" ER11 16 0.027965 452 0.024729 456 0.022259 455
1350 "Kew Beach Junior Public School" ER11 16 0.026644 453 0.032741 455 0.043807 446
18 "Armour Heights Public School" WR3 8 0.022174 454 0.009304 468 0.008251 467
1138 "Courcelette Public School" ER12 18 0.021435 455 0.010622 466 0.009233 464
1427 "Cedarvale Community School" WR8 11 0.020642 456 0.041341 451 0.034037 449
1002 "Bennington Heights Elementary School" ER16 13 0.020304 457 0.019127 460 0.017566 458
173 "Denlow Public School" ER16 13 0.015172 458 0.013242 462 0.019003 456
1323 "Glenview Senior Public School" WR3 8 0.01508 459 0.01147 465 0.011087 463
1343 "John Fisher Junior Public School" ER16 13 0.013191 460 0.014584 461 0.017459 459
1050 "Humber Valley Village Junior Middle School" WR4 2 0.012402 461 0.009231 469 0.013842 460
1396 "Rosedale Junior Public School" WR9 14 0.01175 462 0.034061 453 0.023199 454
1345 "John Wanless Junior Publicm School" WR3 8 0.011037 463 0.005408 474 0.005571 470
1003 "Bessborough Drive Elementary and Middle School" ER16 13 0.009066 464 0.009384 467 0.00854 466
1019 "Rolph Road Elementary School" ER16 13 0.009045 465 0.019433 459 0.018747 457
1361 "Maurice Cody Junior Public School" WR8 11 0.006615 466 0.008218 470 0.01186 462
1272 "Bedford Park Public School" ER16 13 0.006146 467 0.005786 472 0.007079 469
1378 "Oriole Park Junior Public School" WR8 11 0.005117 468 0.007935 471 0.007158 468
1083 "Sunnylea Junior School" WR6 3 0.00426 469 0.003475 475 0.005068 471
1266 "Allenby Junior Public School" WR3 8 0.003457 470 0.00556 473 0.008852 465
1344 "John Ross Robertson Junior Public School" WR3 8 0.001361 471 0.001298 477 0.000982 473
1060 "Lambton-Kingsway Junior Middle School" WR6 3 0.001138 472 0.001351 476 0.001786 472
1415 "Whitney Junior Public School" WR9 14 0.000645 473 0.000119 479 0.000093 475
1278 "Blythwood Junior Public School" ER16 13 0.000637 474 0.000165 478 0.000195 474
